path,hash,class
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141046.jpg,12389849062932964155,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141051.jpg,11671525482319996257,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141151.jpg,12237852949164155294,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141158.jpg,12173747688975524217,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141302.jpg,16260702297105573481,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141309.jpg,17412833235989771124,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141436.jpg,17319313274840691275,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141443.jpg,18184061688495944248,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141449.jpg,17319321473348088922,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141459.jpg,18183989825691268122,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141512.jpg,17328307232716698662,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141516.jpg,17326640325288887604,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141521.jpg,17614356164392072228,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141610.jpg,17616607874523279924,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141615.jpg,18193068914610811464,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141623.jpg,16670806902683477611,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141859.jpg,13562805513364604470,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141920.jpg,17892453295888281675,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141948.jpg,16242687900797934233,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_141955.jpg,17378774765692066596,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142020.jpg,16261828197813544289,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142057.jpg,13817255034883945712,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142110.jpg,13780945250375771655,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142143.jpg,13028011264476078735,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142151.jpg,16544991796483494796,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142152.jpg,16544991796483494808,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142220.jpg,16974794013706511260,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142230.jpg,16751848718857443224,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142243.jpg,16203844137331667590,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142250.jpg,16539925246906869658,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142303.jpg,13745198707363754701,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142310.jpg,13610093420065600050,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142319.jpg,16257605881219617430,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142328.jpg,16255345285312918230,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142339.jpg,13601367013916161743,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142400.jpg,13583071342300115579,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142409.jpg,13015627032024658486,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142419.jpg,13745198471671068361,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142426.jpg,13830766425845150258,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142434.jpg,13817254995734115020,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142503.jpg,16250841685703341462,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142512.jpg,16485028935044769686,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142529.jpg,16631399186905308297,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142535.jpg,16544142983476713882,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142643.jpg,17636882534420915918,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142652.jpg,16540206773141120921,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142657.jpg,16541328223751267992,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142708.jpg,16249724582411789214,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142713.jpg,16540202428258466969,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142728.jpg,16398343367719019418,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142736.jpg,16469271829880710860,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142748.jpg,17360474770913177724,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142757.jpg,12520730962858042782,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142805.jpg,13746326600115892678,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142810.jpg,12738096402149887692,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142819.jpg,13312864198337966541,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142825.jpg,16559347088757237400,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142837.jpg,16405377894158984513,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142844.jpg,16251694960680789901,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142927.jpg,16688818929434765017,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142931.jpg,16612333653527573196,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142955.jpg,16541328225620866780,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_142959.jpg,17352256322990935257,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143226.jpg,12731904602007286321,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143258.jpg,13821758827828229705,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143304.jpg,13817254932224095180,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143417.jpg,13601085547047564004,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143425.jpg,13745198741725524681,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143435.jpg,16324367174790781324,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143440.jpg,16688818914396117401,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143449.jpg,16538022107488137931,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143454.jpg,17636882551596552137,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143512.jpg,17639415826256989968,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143532.jpg,17619158424160843715,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143546.jpg,17141147434854410081,cashew healthy
multiple leaf dataset/cashew leaf/cashew healthy/IMG_20251217_143556.jpg,13800930728050372824,cashew healthy
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(1).png,12987470669004226086,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(10).png,16975357178949755282,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(100).png,12740617085431856179,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(101).png,13031662417558645810,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(102).png,13032224822030374963,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(103).png,13663572043585958809,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(104).png,13805433265192319885,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(105).png,13601385129501091429,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(106).png,12738365148430899555,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(107).png,12597060941630419275,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(108).png,12664287338239321756,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(109).png,13735345964032865177,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(11).png,16603815880641190275,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(110).png,12519609771030832530,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(111).png,17060646098574665159,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(112).png,16268838560725285223,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(113).png,13745409647087461775,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(114).png,12303998281583699407,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(115).png,16270826749140482406,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(116).png,12380606955053495514,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(117).png,13602491821307553485,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(118).png,12156502664050206362,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(119).png,13817274684812125965,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(12).png,17599653667146708336,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(120).png,16916810384597689678,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(121).png,17047957927336752025,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(122).png,13777285888073411689,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(123).png,12695871047782878413,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(124).png,11628795197832901571,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(125).png,12189492214524270712,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(126).png,13564209593491862654,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(127).png,13313702887813179213,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(128).png,12120479363511447348,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(129).png,12126671238346094019,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(13).png,16617326503430232498,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(130).png,12479405095014615902,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(131).png,13634015446785012781,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(132).png,12912325111579659405,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(133).png,12689401444074507335,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(134).png,12479705787261613178,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(135).png,11755747460497004952,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(136).png,13574345838810477504,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(137).png,13634017585670385716,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(138).png,16882472993447716241,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(139).png,13555499817658401732,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(14).png,12592487038758236315,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(140).png,12627742336521847165,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(141).png,13636830128838747452,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(142).png,12912048021764557902,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(143).png,13673438778662331369,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(144).png,11623174073360813105,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(145).png,17233253310619335821,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(146).png,17484041983964400696,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(147).png,16542458566123730482,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(148).png,16772413465719483847,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(149).png,16484753116268578353,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(15).png,12738086559668030835,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(150).png,16543576767481606802,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(151).png,16255064913073234390,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(152).png,16271112604199642147,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(153).png,16254783443457356694,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(154).png,16263798201673594476,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(155).png,18260340097380333922,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(156).png,18056554105524526246,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(157).png,16912597434680247885,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(158).png,16918499041949673158,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(159).png,16912588224252962481,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(16).png,12377796577611575766,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(160).png,16703457640136935780,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(161).png,16371040511320755404,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(162).png,18071398529329293515,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(163).png,17128481083877856073,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(164).png,16732165417034589747,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(165).png,16226644071790970458,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(166).png,16262670116538117298,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(167).png,17560606114513918244,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(168).png,17909854072337114570,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(169).png,16558489759252925489,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(17).png,13673370742035079623,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(170).png,16855445723189188273,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(171).png,17285537395920362818,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(172).png,16804221326713537421,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(173).png,16544992012848896269,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(174).png,16766502999099335001,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(175).png,16768191426955420572,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(176).png,18354562946718001206,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(177).png,17489944122659687708,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(178).png,16243233387162735769,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(179).png,16899622886273280391,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(18).png,13302655161746141878,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(180).png,16768193663626680364,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(181).png,18418263305017638274,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(182).png,17907883846292031382,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(183).png,16977045452736653786,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(184).png,18319166107708716141,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(185).png,13662453338854592653,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(186).png,11943720196232668972,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(187).png,12961580865977894430,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(188).png,13803744304494073026,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(189).png,13028002856510725593,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(19).png,13604410884609313073,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(190).png,13034767056121728217,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(191).png,13026593283476638840,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(192).png,13179442996091293388,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(193).png,12435225725066711868,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(194).png,13013647968530021427,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(195).png,12986344907911694478,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(196).png,16824188878859966598,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(197).png,13745479363579516081,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(198).png,13313083669526465844,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(199).png,12664285145137139004,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(2).png,13581945809095838855,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(20).png,13817536509300028548,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(200).png,12589181950256190670,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(201).png,11639437155975863350,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(202).png,12725654592884608562,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(203).png,11644222603419946605,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(204).png,12582436004216345441,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(205).png,13610109004795530556,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(206).png,16255345053485078885,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(207).png,13805433267327210031,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(208).png,13817192767705736299,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(209).png,13028846774435470688,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(21).png,18345555375956453590,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(210).png,16253657406182889062,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(211).png,12234475050529613756,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(212).png,16925254817238671461,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(213).png,13028565781537754785,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(214).png,12508399388913418468,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(215).png,13025487225245964592,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(216).png,16915965633523393927,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(217).png,12147830434723803867,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(218).png,13313070667288241357,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(219).png,16831806041911556516,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(22).png,16616763519113074982,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(220).png,13817255033780069837,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(221).png,13733094202474241739,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(222).png,13391667676895022140,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(223).png,13032224817601891171,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(224).png,13818662408736027722,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(225).png,11642596028404478905,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(226).png,16255345285312903590,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(227).png,12147547853793736250,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(228).png,13817257030080259377,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(229).png,13590952118185069703,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(23).png,16542445361925744030,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(230).png,13673159429661313337,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(231).png,16975685932968022729,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(232).png,16916792470622200199,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(233).png,13314758280731585907,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(234).png,13817189064681465743,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(235).png,13013366496800771470,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(236).png,12664614961810158885,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(237).png,13754207800105968614,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(238).png,16767349236820108851,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(239).png,18068887266535124121,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(24).png,16626057042356377996,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(240).png,16255962111805921641,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(241).png,12521020923211336921,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(242).png,13733657142665658442,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(243).png,11644512909721345126,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(244).png,12378865642336950831,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(245).png,12793190990092880691,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(25).png,16263218226669589100,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(26).png,16559062046263707187,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(27).png,17909293153663331719,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(28).png,16846449110183741234,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(29).png,13028003261114813670,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(3).png,12806761975176789170,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(30).png,13682431130148102713,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(31).png,17049667643844159120,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(32).png,12810144140607167591,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(33).png,12508398773919494713,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(34).png,13031380930733149302,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(35).png,12744276454522784818,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(36).png,12743717764056489571,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(37).png,17887338685269894496,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(38).png,16891532795671228978,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(39).png,18409238152331587636,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(4).png,13740130916537529418,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(40).png,16240427304845233737,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(41).png,16891478027796373864,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(42).png,16241552862241245593,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(43).png,18116527287956032096,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(44).png,18192451858206476681,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(45).png,16237330964146657380,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(46).png,16890914798676140513,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(47).png,16532044174650466657,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(48).png,13798959165186487344,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(49).png,17107981559879775078,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(5).png,12307991664060195083,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(50).png,17380450082929519772,jackfruit algal
multiple leaf dataset/jackfruit leaf/jackfruit algal/algal_(51).png,18116456919211892773,jackfruit algal
